Event,Site,UTCDate,UTCTime,White,Black,Result,WhiteElo,BlackElo,TimeControl,Termination,PlyCount,MoveCount
Rated Bullet game,https://lichess.org/9Br4iqmh,2025.12.01,00:01:17,ElProfeRamiro,cithrialorian,1-0,1903,1898,60+0,Normal,39,20
Rated Bullet game,https://lichess.org/KDXJHQkm,2025.12.01,00:01:17,mashyrano,acfpoker,1-0,1934,2016,60+0,Normal,65,33
Rated Bullet game,https://lichess.org/7zl7aEPi,2025.12.01,00:01:17,Wonderboof,TasosPap947,1-0,1308,1328,60+0,Time forfeit,53,27
Rated Bullet game,https://lichess.org/KAqHzH02,2025.12.01,00:01:17,ahiin,mariano10,1-0,2147,2158,60+0,Time forfeit,83,42
Rated Bullet game,https://lichess.org/n9YIa7bX,2025.12.01,00:01:17,Entp22,RonaldNacero,1-0,1627,1647,60+0,Time forfeit,53,27
Rated Bullet game,https://lichess.org/x1qxemky,2025.12.01,00:01:17,MatiyGonza8360,BcoChileChess,1-0,1739,1775,60+0,Normal,59,30
Rated Bullet game,https://lichess.org/X77qlT28,2025.12.01,00:01:17,regodona,ReyanshLC,0-1,2201,2089,60+0,Normal,54,27
Rated Bullet game,https://lichess.org/dRI2mT2H,2025.12.01,00:01:17,jamesmihijo,DanielElAlfa,0-1,2253,2242,60+0,Time forfeit,88,44
Rated Bullet game,https://lichess.org/DFWnA6Xs,2025.12.01,00:01:17,baddestplayer47,Gunfighters,0-1,2343,2513,60+0,Normal,92,46
Rated Blitz game,https://lichess.org/PMvn3i6w,2025.12.01,00:01:18,babakart,MaksimRaf,1-0,1397,1370,180+0,Normal,91,46
Rated Blitz game,https://lichess.org/Y9YB5I8H,2025.12.01,00:01:18,ANLOPAL,Kolovrat10,1-0,1859,1859,180+0,Normal,65,33
Rated Blitz game,https://lichess.org/9RbREl74,2025.12.01,00:01:18,maverick705,joelbaby,1-0,1708,1708,180+0,Time forfeit,87,44
Rated Blitz game,https://lichess.org/DlNvBAXb,2025.12.01,00:01:18,philipmumba,cediamodia1993,0-1,1651,1678,180+0,Normal,92,46
Rated Blitz game,https://lichess.org/0fScj7Bm,2025.12.01,00:01:18,Andreas_H,Al_Doctor_3000,1-0,2179,2178,180+0,Time forfeit,111,56
Rated Blitz game,https://lichess.org/ACqw5Dlf,2025.12.01,00:01:18,ODLINAV,Renatomsousa,0-1,1733,1727,180+0,Time forfeit,114,57
Rated Blitz game,https://lichess.org/KV1CeyoO,2025.12.01,00:01:18,beli73,DanielSaama,0-1,2009,1988,180+0,Time forfeit,102,51
Rated Blitz game,https://lichess.org/JRGsQr6n,2025.12.01,00:01:18,Rajaphorix,Britaozaosupremo,0-1,1158,1269,180+0,Normal,70,35
Rated Blitz game,https://lichess.org/zydRBr9w,2025.12.01,00:01:18,Jaw23,mattychess89,1-0,1329,1276,180+0,Time forfeit,65,33
Rated Blitz game,https://lichess.org/C1reLTpL,2025.12.01,00:01:18,khaledkareem59,Whoknows17,1-0,1894,1926,180+0,Normal,63,32
Rated Blitz game,https://lichess.org/zokJfbX1,2025.12.01,00:01:18,TacticalTornado2024,Gomstar,0-1,2354,2321,180+0,Normal,74,37
Rated Blitz game,https://lichess.org/lqiptR4l,2025.12.01,00:01:18,mariobroks,Quit2000,0-1,1359,1419,180+0,Normal,80,40
Rated Blitz game,https://lichess.org/yivCqfU5,2025.12.01,00:01:18,ERNESTO7000,fery_ccbl,1/2-1/2,1835,1884,180+0,Normal,196,98
Rated Blitz game,https://lichess.org/RAQs6yL3,2025.12.01,00:01:18,Arvin1985,Olibo,0-1,1938,1986,180+0,Normal,106,53
Rated Blitz game,https://lichess.org/paUdBumE,2025.12.01,00:01:18,gusfos1965,Candindo,1-0,1526,1491,180+0,Normal,7,4
Rated Blitz game,https://lichess.org/I1ELFheO,2025.12.01,00:01:18,omarbajlan,Fauxpawn,1/2-1/2,2029,2027,180+0,Normal,144,72
Rated Blitz game,https://lichess.org/Apkapgz5,2025.12.01,00:01:18,sabree86,brayandussan,0-1,1686,1681,180+0,Normal,129,65
Rated Blitz game,https://lichess.org/uuxjlxhz,2025.12.01,00:01:18,najajon,Elamodelmerol,1-0,1759,1772,180+0,Normal,57,29
Rated Blitz game,https://lichess.org/0PQHPPvi,2025.12.01,00:01:18,Daryoto,luisllpz,1-0,1800,1804,180+0,Normal,51,26
Rated Bullet game,https://lichess.org/gJY6Ea42,2025.12.01,00:01:18,Igorg4ig,fatimagultekinn,0-1,1518,1541,120+1,Time forfeit,50,25
Rated Bullet game,https://lichess.org/FIyMtAYt,2025.12.01,00:01:18,ChoszcznoWarrior,smacoach,0-1,2290,2200,30+0,Normal,84,42
Rated Blitz game,https://lichess.org/c1wJZovV,2025.12.01,00:01:18,Ytwelf,jefersonsposito,0-1,1081,1126,300+0,Normal,62,31
Rated Blitz game,https://lichess.org/zgiEj9dT,2025.12.01,00:01:18,Mohammed769,youtube35,0-1,1702,1731,300+0,Time forfeit,32,16
Rated Blitz game,https://lichess.org/r6memMIp,2025.12.01,00:01:18,idrps,sinakahyash,1-0,1235,1153,300+0,Normal,39,20
Rated Blitz game,https://lichess.org/HmxfWOg8,2025.12.01,00:01:18,carneiro2308,Fk1964,0-1,1345,1333,300+0,Normal,63,32
Rated Blitz game,https://lichess.org/p8lJR0N1,2025.12.01,00:01:18,Ikariotis,Leicar1,0-1,1825,1812,300+0,Time forfeit,70,35
Rated Blitz game,https://lichess.org/5DsJJ2Oz,2025.12.01,00:01:18,art_fenomeno,n_herb2323,1-0,1559,1638,300+0,Normal,21,11
Rated Blitz game,https://lichess.org/hD83i7Th,2025.12.01,00:01:18,DLIRIUM,Diabluf,1-0,1433,1491,300+0,Normal,43,22
Rated Blitz game,https://lichess.org/mkrrXs6V,2025.12.01,00:01:18,acauanda,Alhasan1,1-0,1161,1148,300+0,Normal,69,35
Rated Blitz game,https://lichess.org/lp61H3hZ,2025.12.01,00:01:18,Rishvik2017,Tinachessmood,0-1,2169,2150,300+0,Time forfeit,112,56
Rated Blitz game,https://lichess.org/GirNg0CY,2025.12.01,00:01:18,thebatuhankaraca,VerasCardoso,1-0,1763,1810,300+0,Normal,115,58
Rated Blitz game,https://lichess.org/Z2gKb9gQ,2025.12.01,00:01:18,Testiculese,WitchBladesssss,0-1,1241,1210,300+0,Normal,36,18
Rated Blitz game,https://lichess.org/hF6u5N8H,2025.12.01,00:01:18,Amo040,arsenii_11,1-0,1013,1010,300+0,Normal,51,26
Rated Blitz game,https://lichess.org/kbCSKoCL,2025.12.01,00:01:18,Torneira_enxadrista,Mrobot14,1-0,942,951,300+0,Time forfeit,23,12
Rated Blitz game,https://lichess.org/Q6h306FZ,2025.12.01,00:01:18,TheBlunderDownUnder,Crazy4you,1-0,1878,1952,300+0,Time forfeit,119,60
Rated Blitz game,https://lichess.org/msrpdaMz,2025.12.01,00:01:18,ErickSAG,yara_eldrow,1-0,2190,2214,300+0,Normal,31,16
Rated Blitz game,https://lichess.org/K6B0e2Tm,2025.12.01,00:01:18,Haz15em,kurhanovpp,1-0,1168,1207,300+0,Normal,41,21
Rated Blitz game,https://lichess.org/Qr7B9Z2n,2025.12.01,00:01:18,Klaus_1969,n1k1ter,1-0,1023,1054,300+0,Normal,47,24
Rated Blitz game,https://lichess.org/WkjJ9ErB,2025.12.01,00:01:05,freddytaha,ostetheo,0-1,1804,1781,300+0,Normal,78,39
Rated Blitz game,https://lichess.org/fpFXazT1,2025.12.01,00:01:05,jahjahfue,EL_Debeky,1-0,1274,1275,300+0,Normal,41,21
Rated Blitz game,https://lichess.org/AO4UqPzT,2025.12.01,00:01:05,HSL_HSL,Smirnova22rus,1-0,1251,1266,300+0,Normal,47,24
Rated Blitz game,https://lichess.org/foYdnRph,2025.12.01,00:01:05,Currira,Mahmoud_Mayhoob,1-0,1225,1211,300+0,Time forfeit,75,38
Rated Blitz game,https://lichess.org/wYSQYYOy,2025.12.01,00:01:05,aloof_leaf,Vadoom2402,0-1,1010,1044,300+0,Normal,70,35
Rated Blitz game,https://lichess.org/6XScSnZM,2025.12.01,00:01:05,Mauridestroyer,Qvenchtoast,0-1,1422,1430,300+0,Time forfeit,102,51
Rated Blitz game,https://lichess.org/gHtTf4JO,2025.12.01,00:01:05,maxlewis,Raajkopantovic56,0-1,1926,1909,300+0,Normal,70,35
Rated Bullet game,https://lichess.org/C4zyIfe7,2025.12.01,00:01:05,decreasingentropy,iamzegrandmaster,1-0,1624,1589,60+0,Time forfeit,59,30
Rated Blitz game,https://lichess.org/SqOevPDb,2025.12.01,00:01:05,konjpanj,Prepusio,0-1,2039,2042,300+3,Normal,62,31
Rated Blitz game,https://lichess.org/KKxdFOaJ,2025.12.01,00:01:05,LeSinge,jimsjakk,1-0,1034,1025,300+3,Normal,75,38
Rated Blitz game,https://lichess.org/LbgASnUs,2025.12.01,00:01:05,dkross35,Fahmy1582,0-1,870,951,300+3,Normal,40,20
Rated Blitz game,https://lichess.org/h5NmBaq7,2025.12.01,00:01:05,sngf,VALERIVS,0-1,1248,1280,300+3,Normal,64,32
Rated Blitz game,https://lichess.org/5CGyPXZs,2025.12.01,00:01:05,Ella138,rilind01,1-0,878,867,300+3,Normal,11,6
Rated Blitz game,https://lichess.org/f7185pdQ,2025.12.01,00:01:05,VNSAntos,cevmisha96,0-1,1226,1132,300+3,Normal,140,70
Rated Blitz game,https://lichess.org/hZIe5HZg,2025.12.01,00:01:05,DaNyGMD,kalatskayaK,0-1,1360,1341,300+3,Time forfeit,32,16
Rated Blitz game,https://lichess.org/1gI8mj88,2025.12.01,00:01:05,EslamMohamed90,tkitekmedsab,1-0,1408,1456,300+3,Normal,109,55
Rated Blitz game,https://lichess.org/fKxYSof4,2025.12.01,00:01:05,s_nusolie,hardigatti,1-0,2108,2167,300+3,Normal,73,37
Rated Blitz game,https://lichess.org/B7H7yMra,2025.12.01,00:01:05,darroyo91,rgmohan,1-0,1830,1960,300+3,Normal,113,57
Rated Rapid game,https://lichess.org/qLmqCaSb,2025.12.01,00:01:05,Onofre7,mimi2024mimi2024,0-1,1198,1301,600+0,Normal,44,22
Rated Bullet game,https://lichess.org/qKt2a9m4,2025.12.01,00:01:06,Schachgenie,L56hx,1-0,2379,2201,30+0,Normal,47,24
Rated Bullet game,https://lichess.org/U23rWveB,2025.12.01,00:01:06,Goldfinger007,nobibla,1-0,2298,2179,0+4,Normal,32,16
Rated Blitz game,https://lichess.org/tPQZtQRz,2025.12.01,00:01:06,becco,Mistr024,1-0,1725,1728,180+0,Normal,109,55
Rated Blitz game,https://lichess.org/1OV22eCQ,2025.12.01,00:01:06,Modestovic,Dirtysus,0-1,1650,1732,180+2,Normal,46,23
Rated Blitz game,https://lichess.org/KpMBUHcE,2025.12.01,00:01:06,Veloctopus,samecha123,1-0,1863,1898,180+2,Normal,43,22
Rated Blitz game,https://lichess.org/49ClFrAr,2025.12.01,00:01:06,p8wnd,idontwait4white,1-0,925,798,180+2,Time forfeit,43,22
Rated Blitz game,https://lichess.org/eeL8VRDu,2025.12.01,00:01:06,mazer_rackham_2000,Azaz0,0-1,2052,2053,180+2,Normal,142,71
Rated Blitz game,https://lichess.org/JOTVsiwe,2025.12.01,00:01:06,LaMudi,Pre_K,0-1,1632,1602,180+2,Normal,74,37
Rated Blitz game,https://lichess.org/l98IXoYS,2025.12.01,00:01:06,shibbyhibby,Cornelius76,1-0,1811,1844,180+2,Normal,61,31
Rated Blitz game,https://lichess.org/mjlHIeQ2,2025.12.01,00:01:06,Arnae35,Leonleon54,1/2-1/2,1540,1522,180+2,Normal,96,48
Rated Blitz game,https://lichess.org/KV07sAQB,2025.12.01,00:01:06,OzzyOzzzz,Kaosparov2,0-1,1760,1773,180+2,Normal,74,37
Rated Blitz game,https://lichess.org/3cSmxVxS,2025.12.01,00:01:06,yiopta,King_Chess3223,0-1,1585,1556,180+2,Normal,32,16
Rated Blitz game,https://lichess.org/0UkU6x7W,2025.12.01,00:01:06,Zyrakos,on-liner,1-0,2051,2041,180+2,Time forfeit,93,47
Rated Blitz game,https://lichess.org/XAiZ9yTT,2025.12.01,00:01:06,cittagaze,vmp1234,0-1,1482,1479,180+2,Normal,86,43
Rated Blitz game,https://lichess.org/9SNxCSUz,2025.12.01,00:01:06,Hannib_AL,ampulka,1-0,1943,1929,180+2,Normal,51,26
Rated Blitz game,https://lichess.org/grcn3LY0,2025.12.01,00:01:06,luffy0202,Kbenet,1-0,1091,1064,180+2,Normal,31,16
Rated Bullet game,https://lichess.org/pXuXWKtv,2025.12.01,00:01:07,Banzeiro,Reinaldo_DMJ,1-0,2319,1988,60+0,Normal,67,34
Rated Bullet game,https://lichess.org/Bt7l0ov6,2025.12.01,00:01:07,Aber_Kadafer,marrubi,1-0,994,987,60+0,Time forfeit,33,17
Rated Bullet game,https://lichess.org/tWT6Pcbw,2025.12.01,00:01:07,sathishbala1797,knifestormie,1-0,1397,1393,60+0,Normal,37,19
Rated Bullet game,https://lichess.org/VFnEDGJY,2025.12.01,00:01:07,JoshuaKane,Atanasas,1-0,2158,2230,60+0,Time forfeit,73,37
Rated Bullet game,https://lichess.org/8S8hKhjl,2025.12.01,00:01:07,rbeggs,dangerouser,1-0,1023,1036,60+0,Normal,31,16
Rated Bullet game,https://lichess.org/Ntv9F8Vy,2025.12.01,00:01:07,geraldnon1,Hamonee,1-0,1638,1697,60+0,Normal,41,21
Rated Bullet game,https://lichess.org/vAgTP0ne,2025.12.01,00:01:07,Africanlad,Godswilladele,1-0,1991,1919,60+0,Normal,47,24
Rated Bullet game,https://lichess.org/dPiJbPMC,2025.12.01,00:01:07,Wetaa,KCGR,0-1,1146,1044,60+0,Time forfeit,58,29
Rated Bullet game,https://lichess.org/olDY4Vau,2025.12.01,00:01:07,LoveAdri2000,idk125,1-0,1818,1807,60+0,Normal,47,24
Rated Bullet game,https://lichess.org/GfHYCQ4g,2025.12.01,00:01:07,AndrewCrusher,shivkumvash,0-1,1384,1363,60+0,Time forfeit,90,45
Rated Bullet game,https://lichess.org/ogxPRfru,2025.12.01,00:01:07,Davidalfil10,ahmedlgh,1-0,1509,1433,60+0,Time forfeit,95,48
Rated Bullet game,https://lichess.org/AJhU6rZm,2025.12.01,00:01:07,Dagerman,JS1878,1-0,2131,2090,60+0,Normal,61,31
Rated Bullet game,https://lichess.org/ihxYzw1q,2025.12.01,00:01:07,MMPLAY,PiotrmangePoctave,0-1,1749,1750,60+0,Time forfeit,72,36
Rated Bullet game,https://lichess.org/ULhrhF76,2025.12.01,00:01:07,Notoday_1300,rin4en,0-1,1900,1854,60+0,Normal,64,32
Rated Bullet game,https://lichess.org/UpRLB0X9,2025.12.01,00:01:07,Erwin_Calar,Hamzeh1416,0-1,2277,2283,60+0,Time forfeit,68,34
Rated Bullet game,https://lichess.org/EMQoBIAi,2025.12.01,00:01:07,pachu23,El-flaco-oeste_47,1-0,1204,1222,60+0,Time forfeit,45,23
Rated Bullet game,https://lichess.org/atwDi20n,2025.12.01,00:01:07,Kareem-123,Tree23,1-0,2025,2061,60+0,Normal,61,31
Rated Blitz game,https://lichess.org/eZg01xyK,2025.12.01,00:01:08,victor_vanhoudt,GeorgeParaschiv,1-0,2012,2019,180+0,Normal,107,54
Rated Blitz game,https://lichess.org/EnAFYGGK,2025.12.01,00:01:08,Potato_758,Saltire3,1-0,1533,1602,180+0,Normal,37,19
Rated Blitz game,https://lichess.org/gNrZSxXr,2025.12.01,00:01:08,Anatoly71,jorisvdb,0-1,1674,1691,180+0,Normal,50,25
Rated Blitz game,https://lichess.org/4quZiF1v,2025.12.01,00:01:08,Yassen12208116,xiaoPK,1-0,1736,1733,180+0,Normal,65,33
Rated Blitz game,https://lichess.org/cRmQHUTM,2025.12.01,00:01:08,ChessDucksito,cape_64,1-0,2057,2038,180+0,Normal,23,12
Rated Blitz game,https://lichess.org/2PWBVr9c,2025.12.01,00:01:08,Ludaran,Stanis_La_Rochelle,1-0,1737,1748,180+0,Normal,59,30
Rated Blitz game,https://lichess.org/QPLbeEZL,2025.12.01,00:01:08,ShahxaibKhan,Ferreras30,0-1,2400,2415,180+0,Normal,37,19
Rated Blitz game,https://lichess.org/7Pl80OJ4,2025.12.01,00:01:08,Deepak7me,YernarBeksheinov,0-1,1750,1757,180+0,Time forfeit,94,47
Rated Blitz game,https://lichess.org/VM4VJlLS,2025.12.01,00:01:08,Alberto080487,Whateverman06,1-0,930,959,180+0,Normal,31,16
Rated Blitz game,https://lichess.org/n6S4Hlkm,2025.12.01,00:01:08,pipo1708,S-SQUARE,0-1,1528,1480,180+0,Normal,42,21
Rated Blitz game,https://lichess.org/CeygStu0,2025.12.01,00:01:08,Baturin_S,Oswaldoreina,0-1,2364,2225,180+0,Time forfeit,82,41
Rated Blitz game,https://lichess.org/NkjbXXBB,2025.12.01,00:01:08,kesperov,Krizalid_28,0-1,2007,1950,180+0,Normal,45,23
Rated UltraBullet game,https://lichess.org/WmKC4SHB,2025.12.01,00:01:18,lichinut,RigelFork,0-1,1764,1831,15+0,Time forfeit,62,31
Rated UltraBullet game,https://lichess.org/stO7C6nF,2025.12.01,00:01:19,arqcap,ZerkMeDaddy,1-0,1728,1750,15+0,Normal,35,18
Rated Blitz game,https://lichess.org/tklKPWlN,2025.12.01,00:01:19,lego2001,c0alition,1-0,1282,1264,300+3,Normal,47,24
Rated Bullet game,https://lichess.org/CchhWX0v,2025.12.01,00:01:19,olimpojhon,Batilsky_1102,0-1,1934,1936,60+0,Time forfeit,76,38
Rated Bullet game,https://lichess.org/SLvYYTMb,2025.12.01,00:01:20,jdimovelis,Padel_Chess,0-1,863,904,60+0,Time forfeit,36,18
Rated Bullet game,https://lichess.org/x7JONXhb,2025.12.01,00:01:20,PMiranda,Povezlo_627,0-1,716,683,60+0,Time forfeit,46,23
Rated Bullet game,https://lichess.org/g3DGeayg,2025.12.01,00:01:20,alcapone_10,doesntlift,0-1,1614,1649,60+0,Time forfeit,40,20
Rated Bullet game,https://lichess.org/jFwQQBxE,2025.12.01,00:01:20,Abducible,WellHung,1-0,2003,1888,60+0,Time forfeit,83,42
Rated Bullet game,https://lichess.org/BKKajs8z,2025.12.01,00:01:20,patrickviztorre,femilatosyn,1-0,2163,2181,60+0,Time forfeit,55,28
Rated Bullet game,https://lichess.org/WUkufKM4,2025.12.01,00:01:20,MBMaker,Maz-Topes,0-1,1552,1566,60+0,Time forfeit,62,31
Rated Bullet game,https://lichess.org/iRF7tCuF,2025.12.01,00:01:20,nartieda,Szkrabko-Ariel,0-1,1387,1502,60+0,Time forfeit,60,30
Rated Bullet game,https://lichess.org/K6mwddDG,2025.12.01,00:01:20,Nahuel1709,thanasi99,1-0,2057,2050,60+0,Time forfeit,57,29
Rated Bullet game,https://lichess.org/LU1J4W58,2025.12.01,00:01:20,montrichard,rainierL,0-1,2603,2435,60+0,Time forfeit,66,33
Rated Bullet game,https://lichess.org/O8dIqZHn,2025.12.01,00:01:20,georgefosk,xikar,1/2-1/2,2082,2086,60+0,Time forfeit,113,57
Rated Bullet game,https://lichess.org/rnxqDRY8,2025.12.01,00:01:20,Arvand61,arleychurritos,0-1,1807,1799,60+0,Time forfeit,46,23
Rated Bullet game,https://lichess.org/ogpyljAe,2025.12.01,00:01:20,HEYBERK,Dr_Dawg,1-0,1531,1535,60+0,Time forfeit,83,42
Rated Bullet game,https://lichess.org/RACAjJn2,2025.12.01,00:01:20,FrFx,BOSS_LF06,1-0,1613,1585,60+0,Time forfeit,51,26
Rated Bullet game,https://lichess.org/RiqXpATN,2025.12.01,00:01:20,v7s02,AsgerLoll,1-0,1380,1278,60+0,Normal,27,14
Rated Bullet game,https://lichess.org/vW1lAtIb,2025.12.01,00:01:20,dariochess,josefitoG1,1-0,1845,1856,60+0,Normal,60,30
Rated Bullet game,https://lichess.org/6yX7Z95T,2025.12.01,00:01:20,Danny1215,Necmettinov58,0-1,1680,1689,60+0,Normal,82,41
Rated Bullet game,https://lichess.org/HDK4G270,2025.12.01,00:01:20,Aku_Lapar,InnateDistress,1-0,1917,1901,60+0,Normal,48,24
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/I8wPTIyy,2025.12.01,00:01:20,TheSaladDestroyer,roshaneaton,0-1,2312,2602,60+0,Time forfeit,66,33
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/znJ7wCeV,2025.12.01,00:01:20,hamikhan,Shercroft,0-1,1818,1814,60+0,Time forfeit,86,43
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/cjxnKxRH,2025.12.01,00:01:20,patlicanyemegi,IMOsadchiy74,1-0,2262,1842,60+0,Time forfeit,63,32
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/v2081Fgh,2025.12.01,00:01:20,romankrieg,Bulle1,1-0,1739,1736,60+0,Time forfeit,63,32
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/KT8s6ykD,2025.12.01,00:01:20,Bumba-Bamba_01,Taso11,1-0,1654,1397,60+0,Time forfeit,45,23
Rated UltraBullet game,https://lichess.org/sz8769PN,2025.12.01,00:01:20,penguin-000,QueenMaster77,0-1,1668,1571,15+0,Normal,28,14
Rated Bullet game,https://lichess.org/uHsnrmZm,2025.12.01,00:01:20,ahmednashat14,l1ggy,1-0,2123,2114,60+0,Normal,75,38
Rated Blitz game,https://lichess.org/RMJGlHoD,2025.12.01,00:01:20,cingots,NeilCuba,1-0,1823,1824,180+0,Normal,51,26
Rated Blitz game,https://lichess.org/oSmbJUNg,2025.12.01,00:01:20,Vipa321,fatihbaba2,1-0,794,882,180+2,Time forfeit,51,26
Rated Blitz game,https://lichess.org/1W44te0a,2025.12.01,00:01:20,kucinggendud,anbhatt,0-1,1831,1837,180+2,Normal,54,27
Rated Blitz game,https://lichess.org/3A9up1Kd,2025.12.01,00:01:20,mireywey,NAGIBATOR222,0-1,1121,1109,180+2,Normal,72,36
Rated Blitz game,https://lichess.org/xlrxoNtN,2025.12.01,00:01:20,PacoKnight,Raincore7,1-0,2037,2065,180+2,Normal,59,30
Rated Blitz game,https://lichess.org/sty5jLqL,2025.12.01,00:01:20,fielespada14,kixoor,0-1,1060,999,180+2,Time forfeit,52,26
Rated Blitz game,https://lichess.org/ajJzFuGv,2025.12.01,00:01:20,Lex_Ake,matemator,1-0,2089,2079,180+2,Normal,55,28
Rated Blitz game,https://lichess.org/3mo2uxU6,2025.12.01,00:01:20,yurov,logaritmologa,1-0,1720,1757,180+2,Normal,18,9
Rated Blitz game,https://lichess.org/bsIRqMlV,2025.12.01,00:01:20,Mathias_3,Maratoneta2022,0-1,1950,2034,180+2,Time forfeit,42,21
Rated Blitz game,https://lichess.org/XTg7unCE,2025.12.01,00:01:20,legenda1kocev,Zantikkz,1-0,1227,1222,180+2,Time forfeit,125,63
Rated Blitz game,https://lichess.org/OhsGmRxl,2025.12.01,00:01:20,Peliwankenobi,simbah_wenger,0-1,1873,1839,180+2,Normal,60,30
Rated Blitz game,https://lichess.org/7A0sKS1W,2025.12.01,00:01:20,maafernan,Posichef,1/2-1/2,2172,2152,180+2,Normal,192,96
Rated Blitz game,https://lichess.org/YAmo4XYh,2025.12.01,00:01:20,mhmt22,kingsprivilege,0-1,1689,1705,180+2,Time forfeit,82,41
Rated Blitz game,https://lichess.org/rgOCp3TD,2025.12.01,00:01:20,OperationDoomsday,Peshka_Podgornogo,0-1,1682,1684,180+2,Time forfeit,60,30
Rated Blitz game,https://lichess.org/R9xM0CIt,2025.12.01,00:01:21,Rachetult,Adz_Clay,1-0,1077,1006,180+0,Normal,45,23
Rated Blitz game,https://lichess.org/fH8S64WV,2025.12.01,00:01:21,Eyes-0pen,Hermanni85,0-1,2203,2248,180+0,Normal,74,37
Rated Blitz game,https://lichess.org/g80y27Mm,2025.12.01,00:01:21,ThePrestige9,KillerATZE45,1-0,2314,2147,180+0,Normal,75,38
Rated Blitz game,https://lichess.org/bZnAs243,2025.12.01,00:01:21,tcp88,Medi_Ocre,1-0,1554,1510,180+0,Time forfeit,59,30
Rated Blitz game,https://lichess.org/iAKRLSrd,2025.12.01,00:01:21,thethrasherX,jflow23,0-1,1488,1466,180+0,Time forfeit,120,60
Rated Blitz game,https://lichess.org/rFYl46rt,2025.12.01,00:01:21,srini0008,tursun65,1-0,1622,1651,180+0,Normal,51,26
Rated Blitz game,https://lichess.org/vYXxRLn3,2025.12.01,00:01:21,mohd_hagag,Timuramid,0-1,1415,1424,180+0,Normal,62,31
Rated Blitz game,https://lichess.org/pfOnFRUM,2025.12.01,00:01:21,SparKiki,behrad212,0-1,1334,1237,180+0,Normal,27,14
Rated Blitz game,https://lichess.org/A2f0NuHw,2025.12.01,00:01:21,Serzh1967,WASHANCR,1-0,1827,1788,180+0,Normal,137,69
Rated Blitz game,https://lichess.org/KWl3Yb5S,2025.12.01,00:01:21,peligrosoo,Jimmehhh,0-1,2024,2019,180+0,Normal,62,31
Rated Blitz game,https://lichess.org/xljXvNuG,2025.12.01,00:01:21,xavifer555,CRXZADO,1-0,1668,1674,180+0,Normal,83,42
Rated Blitz game,https://lichess.org/lZk2p4b3,2025.12.01,00:01:21,Benjaxii,priyajai,1/2-1/2,1434,1434,180+0,Normal,88,44
Rated Blitz game,https://lichess.org/dBkA9cYf,2025.12.01,00:01:21,surkii,boonssech,1-0,1428,1426,180+0,Normal,71,36
Rated Blitz game,https://lichess.org/8erkIGCK,2025.12.01,00:01:21,Chieflickmanuts,Corinne271,1-0,1581,1613,180+0,Normal,43,22
Rated Blitz game,https://lichess.org/1QqXsdON,2025.12.01,00:01:21,gmtbjdw,prezofchess,1-0,1702,1687,180+0,Normal,49,25
Rated Blitz game,https://lichess.org/tVLNDabN,2025.12.01,00:01:21,juve_matechess,Sh00terMcGoblin,1-0,2045,2034,180+0,Normal,37,19
Rated Blitz game,https://lichess.org/5ta4y22U,2025.12.01,00:01:21,JavierBHXD,Jerriff,1-0,1208,1200,180+0,Normal,23,12
Rated Blitz game,https://lichess.org/G5jUet4k,2025.12.01,00:01:21,Fercarata,Kukuchai,0-1,1187,1136,300+3,Time forfeit,66,33
Rated Blitz game,https://lichess.org/vhVtQ0tk,2025.12.01,00:01:21,rholbrook24,ivanyaru,0-1,1422,1478,300+3,Normal,23,12
Rated Blitz game,https://lichess.org/1sZZWUl7,2025.12.01,00:01:21,ANKUB,brandin,0-1,1628,1569,300+3,Normal,96,48
Rated Blitz game,https://lichess.org/7UU8zVji,2025.12.01,00:01:21,RecallCarlLevin,Synclastic,0-1,1815,1859,300+3,Normal,78,39
Rated Blitz game,https://lichess.org/cuC4igVs,2025.12.01,00:01:21,ehilsabeck,ad97985,1-0,1242,1229,300+3,Normal,43,22
Rated Blitz game,https://lichess.org/FaKx6tw0,2025.12.01,00:01:21,jordus100,aboodisrt200,1-0,903,977,300+3,Normal,31,16
Rated Blitz game,https://lichess.org/ks7RTeio,2025.12.01,00:01:21,Dierminetor,xuanmtz,0-1,1224,1203,300+3,Normal,17,9
Rated Blitz game,https://lichess.org/1Q5DWCpj,2025.12.01,00:01:21,Heidarzadeh58,LazaroBelem-PA,1-0,1777,1761,300+3,Time forfeit,71,36
Rated Blitz game,https://lichess.org/25tKFELS,2025.12.01,00:01:21,veeson1971,ajedrezminero56,1-0,1938,1868,300+3,Time forfeit,81,41
Rated Blitz game,https://lichess.org/nEsymtcl,2025.12.01,00:01:21,chots1994,Pleasure_Dome,0-1,1784,1782,300+3,Normal,56,28
Rated Bullet game,https://lichess.org/2FvNAV4U,2025.12.01,00:01:21,marwan96m,Tripoli11,0-1,1955,1864,60+0,Normal,56,28
Rated Blitz game,https://lichess.org/jjeyL9fY,2025.12.01,00:01:21,Hicoteo300,nishantgulati,0-1,1214,1220,300+3,Time forfeit,64,32
